R_values,D1_avg
1.082798089055043960e+02,2.991768747611004797e-04
1.084762617713364250e+02,2.967786912432092482e-04
1.086727146371684682e+02,2.944040186029747469e-04
1.088691675030004973e+02,2.920525844700689699e-04
1.090656203688325263e+02,2.897241201129516957e-04
1.092620732346645696e+02,2.874183603838230492e-04
1.094585261004965986e+02,2.851350436645052255e-04
1.096549789663286276e+02,2.828739118132354846e-04
1.098514318321606709e+02,2.806347101123562158e-04
1.100478846979926999e+02,2.784171872168833680e-04
1.102443375638247289e+02,2.762210951039366044e-04
1.104407904296567580e+02,2.740461890230171398e-04
1.106372432954888012e+02,2.718922274471154816e-04
1.108336961613208302e+02,2.697589720246360619e-04
1.110301490271528593e+02,2.676461875321208732e-04
1.112266018929849025e+02,2.655536418277596377e-04
1.114230547588169316e+02,2.634811058056725258e-04
1.116195076246489606e+02,2.614283533509477496e-04
1.118159604904809896e+02,2.593951612954247085e-04
1.120124133563130329e+02,2.573813093742061521e-04
1.122088662221450619e+02,2.553865801828873261e-04
1.124053190879770909e+02,2.534107591354876269e-04
1.126017719538091342e+02,2.514536344230741400e-04
1.127982248196411632e+02,2.495149969730635635e-04
1.129946776854731922e+02,2.475946404091883680e-04
1.131911305513052355e+02,2.456923610121190078e-04
1.133875834171372645e+02,2.438079576807274096e-04
1.135840362829692936e+02,2.419412318939801398e-04
1.137804891488013226e+02,2.400919876734524121e-04
1.139769420146333658e+02,2.382600315464490593e-04
1.141733948804653949e+02,2.364451725097237676e-04
1.143698477462974239e+02,2.346472219937833462e-04
1.145663006121294671e+02,2.328659938277696871e-04
1.147627534779614962e+02,2.311013042049070280e-04
1.149592063437935252e+02,2.293529716485042183e-04
1.151556592096255542e+02,2.276208169785040190e-04
1.153521120754575975e+02,2.259046632785677820e-04
1.155485649412896265e+02,2.242043358636877832e-04
1.157450178071216556e+02,2.225196622483156090e-04
1.159414706729536988e+02,2.208504721150000361e-04
1.161379235387857278e+02,2.191965972835241601e-04
1.163343764046177569e+02,2.175578716805320130e-04
1.165308292704498001e+02,2.159341313096383840e-04
1.167272821362818291e+02,2.143252142220120017e-04
1.169237350021138582e+02,2.127309604874227282e-04
1.171201878679458872e+02,2.111512121657476153e-04
1.173166407337779304e+02,2.095858132789246535e-04
1.175130935996099595e+02,2.080346097833490394e-04
1.177095464654419885e+02,2.064974495427018765e-04
1.179059993312740318e+02,2.049741823012059434e-04
1.181024521971060608e+02,2.034646596573001537e-04
1.182989050629380898e+02,2.019687350377247931e-04
1.184953579287701331e+02,2.004862636720118954e-04
1.186918107946021621e+02,1.990171025673732235e-04
1.188882636604341911e+02,1.975611104839778028e-04
1.190847165262662202e+02,1.961181479106145103e-04
1.192811693920982634e+02,1.946880770407312335e-04
1.194776222579302924e+02,1.932707617488456668e-04
1.196740751237623215e+02,1.918660675673194516e-04
1.198705279895943647e+02,1.904738616634915930e-04
1.200669808554263938e+02,1.890940128171641891e-04
1.202634337212584228e+02,1.877263913984332337e-04
1.204598865870904518e+02,1.863708693458609978e-04
1.206563394529224951e+02,1.850273201449821278e-04
1.208527923187545241e+02,1.836956188071395312e-04
1.210492451845865531e+02,1.823756418486423790e-04
1.212456980504185964e+02,1.810672672702429717e-04
1.214421509162506254e+02,1.797703745369261534e-04
1.216386037820826544e+02,1.784848445580051221e-04
1.218350566479146977e+02,1.772105596675201654e-04
1.220315095137467267e+02,1.759474036049346851e-04
1.222279623795787558e+02,1.746952614961220585e-04
1.224244152454107848e+02,1.734540198346411146e-04
1.226208681112428280e+02,1.722235664632929875e-04
1.228173209770748571e+02,1.710037905559567192e-04
1.230137738429068861e+02,1.697945825996967242e-04
1.232102267087389293e+02,1.685958343771396266e-04
1.234066795745709584e+02,1.674074389491154503e-04
1.236031324404029874e+02,1.662292906375575560e-04
1.237995853062350164e+02,1.650612850086588827e-04
1.239960381720670597e+02,1.639033188562791005e-04
1.241924910378990887e+02,1.627552901855992059e-04
1.243889439037311178e+02,1.616170981970183279e-04
1.245853967695631610e+02,1.604886432702904136e-04
1.247818496353951900e+02,1.593698269488959686e-04
1.249783025012272191e+02,1.582605519246443263e-04
1.251747553670592623e+02,1.571607220225042776e-04
1.253712082328912913e+02,1.560702421856583161e-04
1.255676610987233204e+02,1.549890184607764082e-04
1.257641139645553494e+02,1.539169579835070916e-04
1.259605668303873927e+02,1.528539689641812119e-04
1.261570196962194217e+02,1.517999606737255617e-04
1.263534725620514507e+02,1.507548434297820844e-04
1.265499254278834940e+02,1.497185285830306633e-04
1.267463782937155230e+02,1.486909285037112962e-04
1.269428311595475520e+02,1.476719565683422665e-04
1.271392840253795811e+02,1.466615271466320070e-04
1.273357368912116243e+02,1.456595555885806714e-04
1.275321897570436533e+02,1.446659582117695180e-04
1.277286426228756824e+02,1.436806522888331157e-04
1.279250954887077256e+02,1.427035560351137507e-04
1.281215483545397547e+02,1.417345885964940223e-04
1.283180012203717979e+02,1.407736700374036688e-04
1.285144540862038411e+02,1.398207213290007616e-04
1.287109069520358560e+02,1.388756643375213019e-04
1.289073598178678708e+02,1.379384218127963546e-04
1.291038126836999140e+02,1.370089173769341155e-04
1.293002655495319573e+02,1.360870755131638507e-04
1.294967184153640005e+02,1.351728215548385088e-04
1.296931712811960153e+02,1.342660816745949487e-04
1.298896241470280586e+02,1.333667828736676908e-04
1.300860770128600734e+02,1.324748529713558386e-04
1.302825298786921167e+02,1.315902205946381021e-04
1.304789827445241599e+02,1.307128151679365206e-04
1.306754356103562031e+02,1.298425669030236508e-04
1.308718884761882180e+02,1.289794067890737118e-04
1.310683413420202328e+02,1.281232665828528584e-04
1.312647942078522760e+02,1.272740787990485594e-04
1.314612470736843193e+02,1.264317767007353671e-04
1.316576999395163625e+02,1.255962942899734210e-04
1.318541528053484058e+02,1.247675662985397928e-04
1.320506056711804206e+02,1.239455281787895302e-04
1.322470585370124354e+02,1.231301160946440929e-04
1.324435114028444787e+02,1.223212669127059639e-04
1.326399642686765219e+02,1.215189181934977537e-04
1.328364171345085651e+02,1.207230081828220036e-04
1.330328700003405800e+02,1.199334758032423784e-04
1.332293228661726232e+02,1.191502606456819270e-04
1.334257757320046380e+02,1.183733029611394518e-04
1.336222285978366813e+02,1.176025436525186634e-04
1.338186814636687245e+02,1.168379242665719620e-04
1.340151343295007678e+02,1.160793869859542521e-04
1.342115871953327826e+02,1.153268746213869793e-04
1.344080400611647974e+02,1.145803306039293822e-04
1.346044929269968407e+02,1.138396989773565775e-04
1.348009457928288839e+02,1.131049243906421229e-04
1.349973986586609271e+02,1.123759520905432801e-04
1.351938515244929704e+02,1.116527279142878271e-04
1.353903043903249852e+02,1.109351982823611189e-04
1.355867572561570000e+02,1.102233101913910242e-04
1.357832101219890433e+02,1.095170112071301830e-04
1.359796629878210865e+02,1.088162494575339173e-04
1.361761158536531298e+02,1.081209736259316286e-04
1.363725687194851446e+02,1.074311329442911774e-04
1.365690215853171878e+02,1.067466771865742018e-04
1.367654744511492027e+02,1.060675566621820744e-04
1.369619273169812459e+02,1.053937222094891647e-04
1.371583801828132891e+02,1.047251251894646274e-04
1.373548330486453324e+02,1.040617174793791232e-04
1.375512859144773472e+02,1.034034514665966637e-04
1.377477387803093620e+02,1.027502800424495201e-04
1.379441916461414053e+02,1.021021565961955030e-04
1.381406445119734485e+02,1.014590350090564640e-04
1.383370973778054918e+02,1.008208696483357120e-04
1.385335502436375350e+02,1.001876153616147134e-04
1.387300031094695214e+02,9.955922747102698633e-05
1.389264559753015646e+02,9.893566176760749660e-05
1.391229088411336079e+02,9.831687450571892329e-05
1.393193617069656511e+02,9.770282239755021371e-05
1.395158145727976944e+02,9.709346260768891824e-05
1.397122674386297376e+02,9.648875274776519092e-05
1.399087203044617240e+02,9.588865087116692730e-05
1.401051731702937673e+02,9.529311546782366779e-05
1.403016260361258105e+02,9.470210545906112317e-05
1.404980789019578538e+02,9.411558019252159264e-05
1.406945317677898970e+02,9.353349943715223919e-05
1.408909846336219402e+02,9.295582337825875605e-05
1.410874374994539266e+02,9.238251261262436982e-05
1.412838903652859699e+02,9.181352814369152400e-05
1.414803432311180131e+02,9.124883137680868254e-05
1.416767960969500564e+02,9.068838411453713025e-05
1.418732489627820996e+02,9.013214855202014209e-05
1.420697018286140860e+02,8.958008727241220366e-05
1.422661546944461293e+02,8.903216324236699539e-05
1.424626075602781725e+02,8.848833980758557714e-05
1.426590604261102158e+02,8.794858068842065311e-05
1.428555132919422590e+02,8.741284997553858409e-05
1.430519661577743022e+02,8.688111212563737163e-05
1.432484190236062886e+02,8.635333195722008561e-05
1.434448718894383319e+02,8.582947464642202756e-05
1.436413247552703751e+02,8.530950572289314768e-05
1.438377776211024184e+02,8.479339106573198850e-05
1.440342304869344616e+02,8.428109689947252414e-05
1.442306833527665049e+02,8.377258979012237709e-05
1.444271362185984913e+02,8.326783664125189774e-05
1.446235890844305345e+02,8.276680469013261569e-05
1.448200419502625778e+02,8.226946150392641817e-05
1.450164948160946210e+02,8.177577497592191844e-05
1.452129476819266642e+02,8.128571332181945054e-05
1.454094005477586506e+02,8.079924507606345730e-05
1.456058534135906939e+02,8.031633908822065880e-05
1.458023062794227371e+02,7.983696451940564107e-05
1.459987591452547804e+02,7.936109083875030079e-05
1.461952120110868236e+02,7.888868781991871808e-05
1.463916648769188669e+02,7.841972553766595301e-05
1.465881177427508533e+02,7.795417436444033218e-05
1.467845706085828965e+02,7.749200496702792428e-05
1.469810234744149398e+02,7.703318830324066841e-05
1.471774763402469830e+02,7.657769561864471270e-05
1.473739292060790262e+02,7.612549844333049470e-05
1.475703820719110695e+02,7.567656858872330323e-05
1.477668349377430559e+02,7.523087814443369813e-05
1.479632878035750991e+02,7.478839947514690715e-05
1.481597406694071424e+02,7.434910521755216212e-05
1.483561935352391856e+02,7.391296827730918257e-05
1.485526464010712289e+02,7.347996182605299944e-05
1.487490992669032153e+02,7.305005929843604831e-05
1.489455521327352585e+02,7.262323438920644783e-05
1.491420049985673018e+02,7.219946105032368309e-05
1.493384578643993450e+02,7.177871348810882090e-05
1.495349107302313882e+02,7.136096616043063922e-05
1.497313635960634315e+02,7.094619377392636977e-05
1.499278164618954179e+02,7.053437128125679629e-05
1.501242693277274611e+02,7.012547387839480038e-05
1.503207221935595044e+02,6.971947700194818182e-05
1.505171750593915476e+02,6.931635632651448979e-05
1.507136279252235909e+02,6.891608776206862425e-05
1.509100807910556341e+02,6.851864745138269220e-05
1.511065336568876205e+02,6.812401176747727883e-05
1.513029865227196638e+02,6.773215731110342858e-05
1.514994393885517070e+02,6.734306090825658317e-05
1.516958922543837502e+02,6.695669960771963032e-05
1.518923451202157935e+02,6.657305067863641870e-05
1.520887979860477799e+02,6.619209160811491215e-05
1.522852508518798231e+02,6.581380009885881783e-05
1.524817037177118664e+02,6.543815406682904339e-05
1.526781565835439096e+02,6.506513163893251682e-05
1.528746094493759529e+02,6.469471115073938518e-05
1.530710623152079961e+02,6.432687114422779278e-05
1.532675151810399825e+02,6.396159036555598123e-05
1.534639680468720258e+02,6.359884776286068144e-05
1.536604209127040690e+02,6.323862248408311201e-05
1.538568737785361122e+02,6.288089387482007704e-05
1.540533266443681555e+02,6.252564147620135577e-05
1.542497795102001987e+02,6.217284502279247604e-05
1.544462323760321851e+02,6.182248444052279048e-05
1.546426852418642284e+02,6.147453984463768957e-05
1.548391381076962716e+02,6.112899153767638847e-05
1.550355909735283149e+02,6.078582000747289536e-05
1.552320438393603581e+02,6.044500592518117782e-05
1.554284967051923445e+02,6.010653014332393776e-05
1.556249495710243878e+02,5.977037369386409358e-05
1.558214024368564310e+02,5.943651778630007411e-05
1.560178553026884742e+02,5.910494380578281695e-05
1.562143081685205175e+02,5.877563331125549434e-05
1.564107610343525607e+02,5.844856803361516036e-05
1.566072139001845471e+02,5.812372987389627176e-05
1.568036667660165904e+02,5.780110090147506626e-05
1.570001196318486336e+02,5.748066335229619399e-05
1.571965724976806769e+02,5.716239962711911539e-05
1.573930253635127201e+02,5.684629228978572231e-05
1.575894782293447633e+02,5.653232406550815235e-05
1.577859310951767497e+02,5.622047783917681011e-05
1.579823839610087930e+02,5.591073665368766004e-05
1.581788368268408362e+02,5.560308370829011241e-05
1.583752896926728795e+02,5.529750235695321872e-05
1.585717425585049227e+02,5.499397610675146408e-05
1.587681954243369091e+02,5.469248861626931627e-05
1.589646482901689524e+02,5.439302369402392842e-05
1.591611011560009956e+02,5.409556529690701175e-05
1.593575540218330389e+02,5.380009752864404197e-05
1.595540068876650821e+02,5.350660463827163962e-05
1.597504597534971253e+02,5.321507101863259587e-05
1.599469126193291117e+02,5.292548120488835381e-05
1.601433654851611550e+02,5.263781987304826121e-05
1.603398183509931982e+02,5.235207183851667176e-05
1.605362712168252415e+02,5.206822205465586902e-05
1.607327240826572847e+02,5.178625561136607328e-05
1.609291769484893280e+02,5.150615773368163010e-05
1.611256298143213144e+02,5.122791378038336034e-05
1.613220826801533576e+02,5.095150924262653613e-05
1.615185355459854009e+02,5.067692974258526905e-05
1.617149884118174441e+02,5.040416103211170441e-05
1.619114412776494873e+02,5.013318899141084835e-05
1.621078941434814737e+02,4.986399962773062122e-05
1.623043470093135170e+02,4.959657907406637154e-05
1.625007998751455602e+02,4.933091358788095496e-05
1.626972527409776035e+02,4.906698954983862334e-05
1.628937056068096467e+02,4.880479346255362503e-05
1.630901584726416900e+02,4.854431194935301497e-05
1.632866113384736764e+02,4.828553175305343073e-05
1.634830642043057196e+02,4.802843973475152267e-05
1.636795170701377629e+02,4.777302287262860750e-05
1.638759699359698061e+02,4.751926826076823739e-05
1.640724228018018493e+02,4.726716310798738255e-05
1.642688756676338926e+02,4.701669473668075989e-05
1.644653285334658790e+02,4.676785058167821940e-05
1.646617813992979222e+02,4.652061818911457856e-05
1.648582342651299655e+02,4.627498521531294838e-05
1.650546871309620087e+02,4.603093942567976872e-05
1.652511399967940520e+02,4.578846869361264397e-05
1.654475928626260384e+02,4.554756099942036256e-05
1.656440457284580816e+02,4.530820442925461220e-05
1.658404985942901249e+02,4.507038717405442095e-05
1.660369514601221681e+02,4.483409752850149458e-05
1.662334043259542113e+02,4.459932388998767662e-05
1.664298571917862546e+02,4.436605475759379931e-05
1.666263100576182410e+02,4.413427873107984416e-05
1.668227629234502842e+02,4.390398450988610037e-05
1.670192157892823275e+02,4.367516089214599194e-05
1.672156686551143707e+02,4.344779677370915735e-05
1.674121215209464140e+02,4.322188114717570324e-05
1.676085743867784572e+02,4.299740310094100193e-05
1.678050272526104436e+02,4.277435181825115488e-05
1.680014801184424869e+02,4.255271657626846457e-05
1.681979329842745301e+02,4.233248674514791110e-05
1.683943858501065733e+02,4.211365178712306816e-05
1.685908387159386166e+02,4.189620125560241369e-05
1.687872915817706598e+02,4.168012479427548651e-05
1.689837444476026462e+02,4.146541213622886857e-05
1.691801973134346895e+02,4.125205310307153867e-05
1.693766501792667327e+02,4.104003760407043134e-05
1.695731030450987760e+02,4.082935563529477768e-05
1.697695559109308192e+02,4.061999727877008885e-05
1.699660087767628056e+02,4.041195270164135532e-05
1.701624616425948489e+02,4.020521215534506872e-05
1.703589145084268921e+02,3.999976597479079832e-05
1.705553673742589353e+02,3.979560457755108193e-05
1.707518202400909786e+02,3.959271846306036989e-05
1.709482731059230218e+02,3.939109821182262236e-05
1.711447259717550082e+02,3.919073448462749896e-05
1.713411788375870515e+02,3.899161802177472723e-05
1.715376317034190947e+02,3.879373964230743623e-05
1.717340845692511380e+02,3.859709024325317435e-05
1.719305374350831812e+02,3.840166079887335679e-05
1.721269903009152245e+02,3.820744235992077682e-05
1.723234431667472109e+02,3.801442605290509944e-05
1.725198960325792541e+02,3.782260307936598519e-05
1.727163488984112973e+02,3.763196471515452155e-05
1.729128017642433406e+02,3.744250230972188471e-05
1.731092546300753838e+02,3.725420728541575333e-05
1.733057074959073702e+02,3.706707113678432529e-05
1.735021603617394135e+02,3.688108542988747661e-05
1.736986132275714567e+02,3.669624180161577408e-05
1.738950660934035000e+02,3.651253195901621668e-05
1.740915189592355432e+02,3.632994767862542416e-05
1.742879718250675865e+02,3.614848080580979159e-05
1.744844246908995729e+02,3.596812325411279288e-05
1.746808775567316161e+02,3.578886700460887760e-05
1.748773304225636593e+02,3.561070410526474036e-05
1.750737832883957026e+02,3.543362667030679051e-05
1.752702361542277458e+02,3.525762687959564201e-05
1.754666890200597891e+02,3.508269697800706110e-05
1.756631418858917755e+02,3.490882927481954792e-05
1.758595947517238187e+02,3.473601614310808456e-05
1.760560476175558620e+02,3.456425001914476772e-05
1.762525004833879052e+02,3.439352340180522842e-05
1.764489533492199484e+02,3.422382885198152968e-05
1.766454062150519349e+02,3.405515899200124426e-05
1.768418590808839781e+02,3.388750650505229216e-05
1.770383119467160213e+02,3.372086413461438504e-05
1.772347648125480646e+02,3.355522468389582379e-05
1.774312176783801078e+02,3.339058101527646940e-05
1.776276705442121511e+02,3.322692604975648707e-05
1.778241234100441375e+02,3.306425276641078252e-05
1.780205762758761807e+02,3.290255420184899475e-05
1.782170291417082240e+02,3.274182344968151287e-05
1.784134820075402672e+02,3.258205365999048716e-05
1.786099348733723104e+02,3.242323803880673534e-05
1.788063877392043537e+02,3.226536984759183956e-05
1.790028406050363401e+02,3.210844240272575244e-05
1.791992934708683833e+02,3.195244907499941755e-05
1.793957463367004266e+02,3.179738328911310230e-05
1.795921992025324698e+02,3.164323852317944710e-05
1.797886520683645131e+02,3.149000830823183388e-05
1.799851049341964995e+02,3.133768622773785712e-05
1.801815578000285427e+02,3.118626591711750446e-05
1.803780106658605860e+02,3.103574106326679885e-05
1.805744635316926292e+02,3.088610540408583187e-05
1.807709163975246724e+02,3.073735272801183166e-05
1.809673692633567157e+02,3.058947687355705568e-05
1.811638221291887021e+02,3.044247172885133530e-05
1.813602749950207453e+02,3.029633123118915711e-05
1.815567278608527886e+02,3.015104936658173499e-05
1.817531807266848318e+02,3.000662016931327660e-05
1.819496335925168751e+02,2.986303772150189511e-05
1.821460864583489183e+02,2.972029615266504738e-05
1.823425393241809047e+02,2.957838963928929543e-05
1.825389921900129480e+02,2.943731240440437087e-05
1.827354450558449912e+02,2.929705871716181665e-05
1.829318979216770344e+02,2.915762289241761326e-05
1.831283507875090777e+02,2.901899929031912821e-05
1.833248036533410641e+02,2.888118231589631421e-05
1.835212565191731073e+02,2.874416641865675627e-05
1.837177093850051506e+02,2.860794609218526564e-05
1.839141622508371938e+02,2.847251587374706190e-05
1.841106151166692371e+02,2.833787034389516292e-05
1.843070679825012803e+02,2.820400412608166797e-05
1.845035208483332667e+02,2.807091188627298448e-05
1.846999737141653100e+02,2.793858833256873103e-05
1.848964265799973532e+02,2.780702821482480423e-05
1.850928794458293964e+02,2.767622632427987114e-05
1.852893323116614397e+02,2.754617749318577147e-05
1.854857851774934829e+02,2.741687659444156551e-05
1.856822380433254693e+02,2.728831854123124796e-05
1.858786909091575126e+02,2.716049828666493459e-05
1.860751437749895558e+02,2.703341082342394867e-05
1.862715966408215991e+02,2.690705118340907192e-05
1.864680495066536423e+02,2.678141443739248171e-05
1.866645023724856287e+02,2.665649569467312048e-05
1.868609552383176720e+02,2.653229010273534482e-05
1.870574081041497152e+02,2.640879284691123718e-05
1.872538609699817584e+02,2.628599915004597025e-05
1.874503138358138017e+02,2.616390427216660689e-05
1.876467667016458449e+02,2.604250351015416628e-05
1.878432195674778313e+02,2.592179219741891889e-05
1.880396724333098746e+02,2.580176570357874778e-05
1.882361252991419178e+02,2.568241943414096570e-05
1.884325781649739611e+02,2.556374883018698848e-05
1.886290310308060043e+02,2.544574936806018306e-05
1.888254838966380476e+02,2.532841655905682243e-05
1.890219367624700340e+02,2.521174594912004921e-05
1.892183896283020772e+02,2.509573311853668536e-05
1.894148424941341204e+02,2.498037368163734853e-05
1.896112953599661637e+02,2.486566328649915039e-05
1.898077482257982069e+02,2.475159761465144068e-05
1.900042010916301933e+02,2.463817238078447197e-05
1.902006539574622366e+02,2.452538333246067999e-05
1.903971068232942798e+02,2.441322624982913189e-05
1.905935596891263231e+02,2.430169694534240038e-05
1.907900125549583663e+02,2.419079126347638899e-05
1.909864654207904096e+02,2.408050508045276610e-05
1.911829182866223960e+02,2.397083430396421120e-05
1.913793711524544392e+02,2.386177487290207005e-05
1.915758240182864824e+02,2.375332275708702537e-05
1.917722768841185257e+02,2.364547395700202387e-05
1.919687297499505689e+02,2.353822450352793092e-05
1.921651826157826122e+02,2.343157045768171597e-05
1.923616354816145986e+02,2.332550791035717581e-05
1.925580883474466418e+02,2.322003298206800237e-05
1.927545412132786851e+02,2.311514182269362879e-05
1.929509940791107283e+02,2.301083061122720320e-05
1.931474469449427716e+02,2.290709555552613419e-05
1.933438998107747580e+02,2.280393289206500109e-05
1.935403526766068012e+02,2.270133888569072418e-05
1.937368055424388444e+02,2.259930982938034718e-05
1.939332584082708877e+02,2.249784204400080513e-05
1.941297112741029309e+02,2.239693187807119274e-05
1.943261641399349742e+02,2.229657570752721467e-05
1.945226170057669606e+02,2.219676993548794658e-05
1.947190698715990038e+02,2.209751099202463578e-05
1.949155227374310471e+02,2.199879533393200230e-05
1.951119756032630903e+02,2.190061944450142384e-05
1.953084284690951336e+02,2.180297983329642118e-05
1.955048813349271768e+02,2.170587303593021043e-05
1.957013342007591632e+02,2.160929561384542020e-05
1.958977870665912064e+02,2.151324415409574013e-05
1.960942399324232497e+02,2.141771526912991045e-05
1.962906927982552929e+02,2.132270559657744986e-05
1.964871456640873362e+02,2.122821179903658549e-05
1.966835985299193226e+02,2.113423056386413797e-05
1.968800513957513658e+02,2.104075860296725971e-05
1.970765042615834091e+02,2.094779265259741617e-05
1.972729571274154523e+02,2.085532947314599345e-05
1.974694099932474955e+02,2.076336584894200303e-05
1.976658628590795388e+02,2.067189858805162304e-05
1.978623157249115252e+02,2.058092452207963674e-05
1.980587685907435684e+02,2.049044050597262953e-05
1.982552214565756117e+02,2.040044341782424925e-05
1.984516743224076549e+02,2.031093015868204208e-05
1.986481271882396982e+02,2.022189765235621277e-05
1.988445800540717414e+02,2.013334284523015017e-05
1.990410329199037278e+02,2.004526270607272475e-05
1.992374857857357711e+02,1.995765422585219203e-05
1.994339386515678143e+02,1.987051441755213573e-05
1.996303915173998575e+02,1.978384031598878309e-05
1.998268443832319008e+02,1.969762897763020740e-05
2.000232972490638872e+02,1.961187748041715679e-05
2.002197501148959304e+02,1.952658292358545175e-05
2.004162029807279737e+02,1.944174242749025292e-05
2.006126558465600169e+02,1.935735313343168068e-05
2.008091087123920602e+02,1.927341220348222718e-05
2.010055615782241034e+02,1.918991682031566238e-05
2.012020144440560898e+02,1.910686418703760379e-05
2.013984673098881331e+02,1.902425152701746173e-05
2.015949201757201763e+02,1.894207608372222099e-05
2.017913730415522195e+02,1.886033512055147266e-05
2.019878259073842628e+02,1.877902592067409265e-05
2.021842787732163060e+02,1.869814578686640081e-05
2.023807316390482924e+02,1.861769204135179385e-05
2.025771845048803357e+02,1.853766202564176402e-05
2.027736373707123789e+02,1.845805310037856449e-05
2.029700902365444222e+02,1.837886264517912824e-05
2.031665431023764654e+02,1.830008805848044726e-05
2.033629959682084518e+02,1.822172675738646295e-05
2.035594488340404951e+02,1.814377617751613202e-05
2.037559016998725383e+02,1.806623377285316635e-05
2.039523545657045815e+02,1.798909701559689070e-05
2.041488074315366248e+02,1.791236339601456432e-05
2.043452602973686680e+02,1.783603042229502033e-05
2.045417131632006544e+02,1.776009562040364021e-05
2.047381660290326977e+02,1.768455653393856484e-05
2.049346188948647409e+02,1.760941072398837263e-05
2.051310717606967842e+02,1.753465576899086557e-05
2.053275246265288274e+02,1.746028926459323091e-05
2.055239774923608707e+02,1.738630882351340553e-05
2.057204303581928571e+02,1.731271207540276515e-05
2.059168832240249003e+02,1.723949666670990111e-05
2.061133360898569435e+02,1.716666026054584386e-05
2.063097889556889868e+02,1.709420053655027918e-05
2.065062418215210300e+02,1.702211519075910276e-05
